,id,original_title,original_language,release_date,popularity,vote_average,vote_count,media_type,adult
1573,158876,,Chinese,,58.304,8.4,9,tv,False
1574,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1575,117465,,Japanese,,62.392,10.0,4,tv,False
1576,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1577,208891,,Japanese,,59.825,8.667,3,tv,False
1578,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1579,82856,,English,,1108.646,8.488,8697,tv,False
1580,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1581,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1582,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1583,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1584,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1585,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1586,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1587,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1588,95558,,English,,64.625,8.0,8,tv,False
1589,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1590,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1591,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1592,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1593,158876,,Chinese,,58.304,8.4,9,tv,False
1594,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1595,117465,,Japanese,,62.392,10.0,4,tv,False
1596,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1597,208891,,Japanese,,59.825,8.667,3,tv,False
1598,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1599,82856,,English,,1108.646,8.488,8697,tv,False
1600,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1601,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1602,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1603,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1604,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1605,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1606,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1607,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1608,95558,,English,,64.625,8.0,8,tv,False
1609,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1610,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1611,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1612,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1613,158876,,Chinese,,58.304,8.4,9,tv,False
1614,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1615,117465,,Japanese,,62.392,10.0,4,tv,False
1616,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1617,208891,,Japanese,,59.825,8.667,3,tv,False
1618,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1619,82856,,English,,1108.646,8.488,8697,tv,False
1620,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1621,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1622,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1623,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1624,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1625,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1626,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1627,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1628,95558,,English,,64.625,8.0,8,tv,False
1629,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1630,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1631,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1632,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1633,158876,,Chinese,,58.304,8.4,9,tv,False
1634,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1635,117465,,Japanese,,62.392,10.0,4,tv,False
1636,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1637,208891,,Japanese,,59.825,8.667,3,tv,False
1638,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1639,82856,,English,,1108.646,8.488,8697,tv,False
1640,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1641,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1642,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1643,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1644,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1645,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1646,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1647,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1648,95558,,English,,64.625,8.0,8,tv,False
1649,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1650,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1651,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1652,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1653,158876,,Chinese,,58.304,8.4,9,tv,False
1654,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1655,117465,,Japanese,,62.392,10.0,4,tv,False
1656,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1657,208891,,Japanese,,59.825,8.667,3,tv,False
1658,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1659,82856,,English,,1108.646,8.488,8697,tv,False
1660,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1661,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1662,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1663,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1664,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1665,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1666,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1667,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1668,95558,,English,,64.625,8.0,8,tv,False
1669,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1670,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1671,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1672,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1673,158876,,Chinese,,58.304,8.4,9,tv,False
1674,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1675,117465,,Japanese,,62.392,10.0,4,tv,False
1676,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1677,208891,,Japanese,,59.825,8.667,3,tv,False
1678,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1679,82856,,English,,1108.646,8.488,8697,tv,False
1680,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1681,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1682,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1683,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1684,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1685,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1686,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1687,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1688,95558,,English,,64.625,8.0,8,tv,False
1689,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1690,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1691,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1692,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1693,158876,,Chinese,,58.304,8.4,9,tv,False
1694,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1695,117465,,Japanese,,62.392,10.0,4,tv,False
1696,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1697,208891,,Japanese,,59.825,8.667,3,tv,False
1698,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1699,82856,,English,,1108.646,8.488,8697,tv,False
1700,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1701,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1702,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1703,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1704,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1705,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1706,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1707,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1708,95558,,English,,64.625,8.0,8,tv,False
1709,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1710,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1711,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1712,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1713,158876,,Chinese,,58.304,8.4,9,tv,False
1714,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1715,117465,,Japanese,,62.392,10.0,4,tv,False
1716,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1717,208891,,Japanese,,59.825,8.667,3,tv,False
1718,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1719,82856,,English,,1108.646,8.488,8697,tv,False
1720,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1721,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1722,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1723,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1724,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1725,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1726,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1727,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1728,95558,,English,,64.625,8.0,8,tv,False
1729,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1730,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1731,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1732,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1733,158876,,Chinese,,58.304,8.4,9,tv,False
1734,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1735,117465,,Japanese,,62.392,10.0,4,tv,False
1736,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1737,208891,,Japanese,,59.825,8.667,3,tv,False
1738,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1739,82856,,English,,1108.646,8.488,8697,tv,False
1740,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1741,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1742,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1743,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1744,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1745,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1746,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1747,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1748,95558,,English,,64.625,8.0,8,tv,False
1749,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1750,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1751,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1752,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1753,158876,,Chinese,,58.304,8.4,9,tv,False
1754,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1755,117465,,Japanese,,62.392,10.0,4,tv,False
1756,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1757,208891,,Japanese,,59.825,8.667,3,tv,False
1758,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1759,82856,,English,,1108.646,8.488,8697,tv,False
1760,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1761,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1762,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1763,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1764,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1765,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1766,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1767,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1768,95558,,English,,64.625,8.0,8,tv,False
1769,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1770,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1771,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1772,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1773,158876,,Chinese,,58.304,8.4,9,tv,False
1774,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1775,117465,,Japanese,,62.392,10.0,4,tv,False
1776,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1777,208891,,Japanese,,59.825,8.667,3,tv,False
1778,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1779,82856,,English,,1108.646,8.488,8697,tv,False
1780,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1781,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1782,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1783,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1784,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1785,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1786,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1787,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1788,95558,,English,,64.625,8.0,8,tv,False
1789,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1790,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1791,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1792,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1793,158876,,Chinese,,58.304,8.4,9,tv,False
1794,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1795,117465,,Japanese,,62.392,10.0,4,tv,False
1796,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1797,208891,,Japanese,,59.825,8.667,3,tv,False
1798,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1799,82856,,English,,1108.646,8.488,8697,tv,False
1800,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1801,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1802,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1803,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1804,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1805,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1806,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1807,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1808,95558,,English,,64.625,8.0,8,tv,False
1809,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1810,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1811,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1812,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1813,158876,,Chinese,,58.304,8.4,9,tv,False
1814,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1815,117465,,Japanese,,62.392,10.0,4,tv,False
1816,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1817,208891,,Japanese,,59.825,8.667,3,tv,False
1818,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1819,82856,,English,,1108.646,8.488,8697,tv,False
1820,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1821,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1822,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1823,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1824,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1825,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1826,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1827,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1828,95558,,English,,64.625,8.0,8,tv,False
1829,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1830,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1831,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1832,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1833,158876,,Chinese,,58.304,8.4,9,tv,False
1834,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1835,117465,,Japanese,,62.392,10.0,4,tv,False
1836,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1837,208891,,Japanese,,59.825,8.667,3,tv,False
1838,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1839,82856,,English,,1108.646,8.488,8697,tv,False
1840,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1841,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1842,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1843,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1844,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1845,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1846,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1847,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1848,95558,,English,,64.625,8.0,8,tv,False
1849,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1850,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1851,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1852,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1853,158876,,Chinese,,58.304,8.4,9,tv,False
1854,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1855,117465,,Japanese,,62.392,10.0,4,tv,False
1856,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1857,208891,,Japanese,,59.825,8.667,3,tv,False
1858,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1859,82856,,English,,1108.646,8.488,8697,tv,False
1860,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1861,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1862,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1863,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1864,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1865,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1866,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1867,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1868,95558,,English,,64.625,8.0,8,tv,False
1869,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1870,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1871,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1872,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1873,158876,,Chinese,,58.304,8.4,9,tv,False
1874,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1875,117465,,Japanese,,62.392,10.0,4,tv,False
1876,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1877,208891,,Japanese,,59.825,8.667,3,tv,False
1878,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1879,82856,,English,,1108.646,8.488,8697,tv,False
1880,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1881,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1882,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1883,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1884,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1885,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1886,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1887,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1888,95558,,English,,64.625,8.0,8,tv,False
1889,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1890,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1891,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1892,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1893,158876,,Chinese,,58.304,8.4,9,tv,False
1894,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1895,117465,,Japanese,,62.392,10.0,4,tv,False
1896,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1897,208891,,Japanese,,59.825,8.667,3,tv,False
1898,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1899,82856,,English,,1108.646,8.488,8697,tv,False
1900,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1901,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1902,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1903,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1904,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1905,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1906,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1907,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1908,95558,,English,,64.625,8.0,8,tv,False
1909,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1910,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1911,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1912,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1913,158876,,Chinese,,58.304,8.4,9,tv,False
1914,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1915,117465,,Japanese,,62.392,10.0,4,tv,False
1916,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1917,208891,,Japanese,,59.825,8.667,3,tv,False
1918,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1919,82856,,English,,1108.646,8.488,8697,tv,False
1920,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1921,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1922,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1923,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1924,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1925,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1926,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1927,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1928,95558,,English,,64.625,8.0,8,tv,False
1929,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1930,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1931,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1932,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1933,158876,,Chinese,,58.304,8.4,9,tv,False
1934,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
1935,117465,,Japanese,,62.392,10.0,4,tv,False
1936,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
1937,208891,,Japanese,,59.825,8.667,3,tv,False
1938,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
1939,82856,,English,,1108.646,8.488,8697,tv,False
1940,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
1941,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
1942,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
1943,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
1944,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
1945,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
1946,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
1947,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
1948,95558,,English,,64.625,8.0,8,tv,False
1949,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
1950,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
1951,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
1952,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
1953,158876,,Chinese,,58.304,8.4,9,tv,False
1954,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
